x,y,theta,v,omega,distance,heading_error,lidar_0,lidar_1,lidar_2,lidar_3,lidar_4,lidar_5,lidar_6,lidar_7,lidar_8
581.0827101265083,23.750077926774484,-0.7645351750789801,4.0,0.0,376.7147692668484,0.968350933564079,0.16161616,0.17171717,0.18181819,0.2020202,0.23232323,0.3030303,0.44444445,0.90909094,1.0
583.9695268783041,20.981271497724002,-0.6645351750789801,4.0,0.1,374.4626372654673,0.8771524847149648,0.14141414,0.15151516,0.16161616,0.1919192,0.23232323,0.3131313,0.5252525,1.0,1.0
587.1183409765811,18.514498347535266,-0.6645351750789801,4.0,0.0,371.91798213469417,0.8854223749659479,0.13131313,0.13131313,0.15151516,0.17171717,0.2020202,0.28282827,0.46464646,1.0,1.0
590.267155074858,16.04772519734653,-0.5645351750789801,4.0,0.1,369.39911229248577,0.7938056270761841,0.11111111,0.121212125,0.13131313,0.16161616,0.2020202,0.3030303,0.6262626,1.0,1.0
593.6465046100058,13.907632507929435,-0.5645351750789801,4.0,0.0,366.6056592812724,0.8015854730177043,0.1010101,0.11111111,0.121212125,0.14141414,0.18181819,0.26262626,0.54545456,1.0,1.0
597.0258541451535,11.76753981851234,-0.4645351750789801,4.0,0.1,363.83473538357526,0.7094843039940564,0.09090909,0.09090909,0.11111111,0.13131313,0.18181819,0.3030303,1.0,1.0,1.0
600.6019737736814,9.97551068859895,-0.36453517507898014,4.0,0.1,360.80935326932115,0.6167063813303445,0.08080808,0.09090909,0.1010101,0.13131313,0.1919192,0.4040404,1.0,1.0,1.0
604.3391320903689,8.549450480889288,-0.26453517507898017,4.0,0.1,357.5536863344954,0.5231765195606874,0.07070707,0.08080808,0.1010101,0.13131313,0.22222222,0.83838385,1.0,1.0,1.0
608.1999886446562,7.503607917585956,-0.36453517507898014,4.0,-0.1,354.09438051284695,0.6288206297325547,0.060606062,0.07070707,0.08080808,0.1010101,0.14141414,0.3030303,1.0,1.0,1.0
611.9371469613437,6.077547709876294,-0.26453517507898017,4.0,0.1,350.86738185363805,0.5355262492720214,0.05050505,0.060606062,0.07070707,0.1010101,0.16161616,0.5959596,1.0,1.0,1.0
615.798003515631,5.031705146572962,-0.36453517507898014,4.0,-0.1,347.433377040125,0.6414012935693938,0.04040404,0.05050505,0.05050505,0.07070707,0.1010101,0.2020202,1.0,1.0,1.0
